,R_t,I_t,N_t,T_t,P_t,pct_positive
0,1.3321821693152476,49,126,1000,34,3.4
1,1.2641202875413138,33,111,1106,27,2.4412296564195297
2,1.273266714871011,26,104,1212,20,1.6501650165016502
3,1.2950910182059305,22,100,1318,16,1.2139605462822458
4,1.2607263204311,20,98,1424,19,1.3342696629213484
5,1.2258502761207577,20,98,1530,16,1.0457516339869282
6,1.2116958935272146,20,98,1636,13,0.7946210268948656
7,1.2239001605705797,20,98,1743,14,0.8032128514056225
8,1.168274984157474,21,99,1849,18,0.9734991887506761
9,1.1046335377976093,21,99,1955,17,0.8695652173913043
10,1.1017282124134742,22,100,2061,17,0.8248423095584667
11,1.165412666594329,22,100,2167,19,0.8767881864328565
12,1.1589659603073996,22,100,2273,16,0.7039155301363836
13,1.1788900520080425,23,101,2379,16,0.6725514922236234
14,1.2270111749522723,23,101,2486,21,0.8447304907481898
15,1.1660760972029045,24,102,2592,18,0.6944444444444444
16,1.1638464900138217,24,102,2698,20,0.7412898443291327
17,1.1692731478961098,25,103,2804,19,0.6776034236804565
18,1.1114232172940202,25,103,2910,22,0.7560137457044673
19,1.0294794801173706,26,104,3016,21,0.6962864721485411
20,1.0096627086549503,27,105,3122,22,0.7046764894298526
21,0.9836201411285381,27,105,3229,21,0.6503561474140601
22,1.0315073242281059,27,105,3335,18,0.5397301349325337
23,1.1009565449441363,27,105,3441,23,0.6684103458297007
24,1.0408687873500915,27,105,3547,24,0.6766281364533409
25,1.0172734100301635,28,106,3653,24,0.6569942513003011
26,1.0973430184306063,28,106,3759,23,0.6118648576749135
27,1.0921068051833012,28,106,3865,22,0.5692108667529108
28,0.9878030988699014,28,106,3972,21,0.5287009063444109
29,1.0084229079606075,28,106,4078,24,0.588523786169691
30,0.9439382270688236,29,107,4184,25,0.5975143403441683
31,0.8717797013315143,29,107,4290,23,0.5361305361305362
32,0.7603322687229053,29,107,4396,23,0.5232029117379435
33,0.77925731878161,28,106,4502,23,0.5108840515326522
34,0.72656105345143,28,106,4608,23,0.4991319444444444
35,0.7730873050608906,27,105,4715,20,0.4241781548250265
36,0.771037788180907,26,104,4821,19,0.3941091059946069
37,0.8114718785585752,25,103,4927,22,0.44651918002841484
38,0.7741644274701952,25,102,5033,20,0.397377309755613
39,0.8393279785704147,24,102,5139,17,0.33080365829928
40,0.9783522325801026,23,101,5245,22,0.4194470924690181
41,0.9149541914285811,23,101,5351,20,0.3737619136609979
42,0.8817580850055591,22,100,5458,19,0.348112861854159
43,0.8484025221458188,22,100,5564,19,0.34148094895758446
44,0.8470632623710367,22,100,5670,15,0.26455026455026454
45,0.7350850418020471,21,99,5776,18,0.31163434903047094
46,0.643087631954566,21,99,5882,16,0.27201632097925876
47,0.5696339064207239,20,98,5988,16,0.26720106880427524
48,0.6092811265554186,19,97,6094,18,0.29537249753856254
49,0.6450840965409903,19,96,6201,17,0.2741493307531043
50,0.6442508357865366,18,95,6307,15,0.23783098144918344
51,0.5998134557029462,17,95,6413,16,0.24949321690316545
52,0.5138269166728058,16,94,6519,10,0.15339776039269826
53,0.4588727718452853,15,93,6625,13,0.19622641509433963
54,0.43632606256771694,14,92,6731,11,0.16342296835537068
55,0.5460611978228382,13,91,6837,12,0.1755155770074594
56,0.5838417549680529,12,90,6944,12,0.1728110599078341
57,0.5785558233477404,11,89,7050,11,0.15602836879432624
58,0.5569544504410054,10,88,7156,10,0.13974287311347122
59,0.5917805814106708,10,88,7262,9,0.12393280088129992
60,0.6038793391805212,9,87,7368,7,0.09500542888165038
61,0.5472404481996862,9,87,7474,9,0.12041744715012041
62,0.5330069878069833,8,86,7581,7,0.09233610341643583
63,0.5056431730682575,8,86,7687,5,0.06504488096786783
64,0.5200329195405674,7,85,7793,7,0.08982420120621071
65,0.6652630989270105,6,85,7899,5,0.063299151791366
66,0.7274250042661944,6,84,8005,5,0.06246096189881324
67,0.671711630422195,6,84,8111,6,0.07397361607693256
68,0.7380987808044501,5,83,8217,5,0.060849458439819884
69,0.7634882829998572,5,83,8324,5,0.060067275348390195
70,0.7571145326077059,5,83,8430,5,0.05931198102016608
71,0.7524737893779924,5,83,8536,5,0.05857544517338332
72,0.6970847765076085,4,82,8642,4,0.046285582041194165
73,0.6595367856594185,4,82,8748,4,0.04572473708276177
74,0.7346231597818931,4,82,8854,4,0.0451773209848656
75,0.7391167279867124,4,82,8960,4,0.044642857142857144
76,0.6965275150103212,4,82,9067,4,0.04411602514613433
77,0.6867001251529878,4,82,9173,4,0.043606235691703917
78,0.6673797363434137,3,81,9279,3,0.032331070158422244
79,0.6777672225556796,3,81,9385,3,0.031965903036760786
80,0.6783352518764819,3,81,9491,3,0.03160889263512802
81,0.6749076258045419,3,81,9597,3,0.03125976867771178
82,0.688577533815889,3,81,9703,3,0.030918272699165205
83,0.5750235498654889,3,81,9810,3,0.03058103975535168
84,0.583174304243309,2,80,9916,2,0.02016942315449778
85,0.5409914854904424,2,80,10022,1,0.009978048293753742
86,0.5316666887211059,2,80,10128,2,0.019747235387045814
87,0.616664972281196,2,80,10234,2,0.019542700801250732
88,0.5662997729666487,2,80,10340,2,0.019342359767891684
89,0.5932240027093814,2,80,10446,2,0.019146084625694046
90,0.5298034196060947,2,80,10553,2,0.01895195678953852
91,0.582563748593347,1,79,10659,1,0.00938174312787316
92,0.511304773352088,1,79,10765,1,0.009289363678588018
93,0.5150143172797146,1,79,10871,1,0.009198785760279642
94,0.481627087481881,1,79,10977,1,0.009109957183201239
95,0.5277843292714065,1,79,11083,1,0.009022827754218171
96,0.4749295280004021,1,79,11189,1,0.00893734918223255
97,0.5159779786741007,1,79,11296,1,0.008852691218130312
98,0.5154325016328515,1,79,11402,1,0.00877039115944571
99,0.5351992656621233,1,78,11508,1,0.008689607229753215
100,0.4416992182419931,1,78,11614,1,0.008610297916307904
101,0.43406061751811004,0,78,11720,0,0.0
102,0.4816390667160421,0,78,11826,0,0.0
103,0.416084957416046,0,78,11932,0,0.0
104,0.419709338426568,0,78,12039,0,0.0
105,0.3548461768158603,0,78,12145,0,0.0
106,0.3661125332802409,0,78,12251,0,0.0
107,0.35920824086559744,0,78,12357,0,0.0
108,0.3786800277253384,0,78,12463,0,0.0
109,0.39334531046623633,0,78,12569,0,0.0
110,0.3941781447925787,0,78,12675,0,0.0
111,0.3344427871506357,0,78,12782,0,0.0
112,0.3865036257825343,0,78,12888,0,0.0
113,0.4130799626042658,0,78,12994,0,0.0
114,0.4850452554111941,0,78,13100,0,0.0
115,0.45486527142672717,0,78,13206,0,0.0
116,0.4637961803538371,0,78,13312,0,0.0
117,0.41923590727461707,0,78,13418,0,0.0
118,0.42638439337122513,0,78,13525,0,0.0
119,0.4525831471781268,0,78,13631,0,0.0
120,0.3523752790892306,0,78,13737,0,0.0
121,0.3757099124549144,0,78,13843,0,0.0
122,0.33814952808321563,0,78,13949,0,0.0
123,0.30363036717489406,0,78,14055,0,0.0
