,R_t_mean,R_t_low,R_t_high,I_t_mean,I_t_low,I_t_high
19,2.5,1.52,3.48,32.0,-inf,inf
20,2.095546398411115,2.0887824882194255,2.1014784560980995,657.898,489.0,899.0
21,2.1026891388795024,1.680873214846757,2.613773708779552,868.488,703.0,1085.0
22,2.124262500108865,1.4493387926365262,2.729134734276905,1017.582,848.0,1207.0
23,2.3717538722998084,1.5540824656341088,3.0437830089334295,1290.004,1099.0,1493.0
24,2.1179847068510345,1.4518827373357714,2.749866454196844,1393.768,1214.0,1590.0
25,2.409999032331065,1.7455410206162914,3.0531938735088078,1676.018,1498.0,1874.0
26,2.3663168640014796,1.704391330135792,2.9190889131617244,1938.518,1684.0,2179.0
27,2.236836379809266,1.583877721736435,2.922760505235266,2136.13,1906.0,2407.0
28,2.2137673869499808,1.6388321638694245,2.769877891250582,2442.324,2190.0,2694.0
29,1.9652312399435359,1.3804895545202802,2.5353340324526497,2600.504,2278.0,2798.0
30,2.4424869118838393,1.776952978624743,3.109745273434357,3317.196,2982.0,3753.0
31,2.335265887132779,1.8256394543577272,2.941940711862052,3871.542,3519.0,4233.0
32,2.31338551818998,1.792889088384078,3.0450927850048455,4434.33,3975.0,5002.0
33,2.268025639889185,1.5783651880194938,2.838963961840572,5046.092,4434.0,5545.0
34,2.3043172071564215,1.7877396677778858,2.8220645132110556,5895.372,5462.0,6452.0
35,2.094296183999676,1.6860927436087285,2.581270705337395,6558.814,6120.0,7051.0
36,2.202076868934561,1.6241286508147876,2.676239804335544,7525.674,6944.0,8091.0
37,1.8959646493194267,1.4474903408933666,2.287480613112676,8123.784,7632.0,8645.0
38,1.6325798909397657,1.1595957432336996,2.049740736547051,8445.384,7979.0,8953.0
39,1.808487412243438,1.4161850380184813,2.323538700534233,9309.456,8743.0,9809.0
40,1.9710011233809894,1.6035191617635127,2.3923957821232094,10561.784,10044.0,11058.0
41,1.9330148252406139,1.528227475988119,2.2916991685993895,11691.396,11172.0,12029.0
42,1.7848026031257869,1.3395699767551135,2.137888610640208,12712.686,12184.0,13197.0
43,2.160734688127268,1.7487474626157176,2.578148390105206,14741.108,14024.0,15497.0
44,2.065376690647852,1.7389918514288851,2.4735417698483895,16583.968,15826.0,17351.0
45,1.6529891738439315,1.3210467455704258,1.9990735384030907,17169.296,16440.0,17863.0
46,1.7148931501111155,1.4187724564727922,2.0110453974110603,18510.058,17943.0,19016.0
47,1.8947584319905222,1.5378564471672602,2.195548058395735,20627.112,20032.0,21324.0
48,1.633905172532473,1.3461464645479375,1.943968291602008,21961.944,21374.0,22719.0
49,1.52344954838357,1.2362979418291982,1.7648506589653157,23094.994,22459.0,23721.0
50,1.7050608478505729,1.4381883692668243,2.0137699254472072,25136.406,24244.0,25924.0
51,1.8086817885968147,1.5837266944444883,2.0868404708068553,27647.574,26969.0,28374.0
52,1.518655997940494,1.2354909477254599,1.7351255945439341,29084.844,28264.0,29673.0
53,1.3760171630768254,1.0732376157325225,1.6414556001270935,30056.418,29098.0,31026.0
54,1.4194430661867827,1.2056983008316315,1.6960974197752499,31469.038,30864.0,32158.0
55,1.4206482373323166,1.2285251542087166,1.6774476179709015,33034.914,32320.0,33863.0
56,1.5637459284114072,1.3512675488826433,1.8218600240848017,35210.688,34230.0,36074.0
57,1.3232914619639395,1.092775386517899,1.572506681264523,36355.332,35500.0,37239.0
58,1.3147827119906919,1.1254666823118855,1.5273728167475675,37517.766,36698.0,38196.0
59,1.252347960332067,0.9945540240154169,1.5045121816676934,38581.436,37374.0,39467.0
60,1.198496351488862,0.9623230699982784,1.4464250133588863,39414.374,38566.0,40270.0
61,1.048656007931223,0.8033095656197156,1.2871319112538602,39456.888,38463.0,40428.0
62,1.2681831512639772,1.0285190950205387,1.488148736962949,40886.584,39908.0,41618.0
63,1.3766721087913045,1.1404805923874197,1.587005790815229,42813.364,41953.0,43958.0
64,1.1509309727479449,0.9516033806026675,1.3646108354456508,43433.772,42435.0,44352.0
65,1.0520498233201505,0.8474946427778416,1.2990890467120446,43598.95,42697.0,44558.0
66,1.289779320341045,1.134009368581272,1.4936173621302078,45278.65,44454.0,45981.0
67,1.0371367164923513,0.787410985356346,1.2445513207609558,45281.184,44181.0,46179.0
68,1.0177740817956678,0.8174728318867102,1.2735324224425182,45329.37,44140.0,46307.0
69,1.2302630895320583,0.9932076485748866,1.4628718849979474,46781.428,46021.0,48107.0
70,1.1221572864102765,0.9477167218519031,1.3224977664439344,47533.88,46842.0,48652.0
71,0.947113676891602,0.7526383690984384,1.1497636785252954,47143.446,46292.0,47938.0
72,1.1067158530389047,0.8574242305343399,1.34507047309762,47691.756,46725.0,48979.0
73,1.0059820506985218,0.7735178258707236,1.1906942886734313,47639.586,46469.0,48474.0
74,0.9824562422995595,0.7736058749738202,1.1945173105089022,47486.634,46439.0,48453.0
75,1.0114137596907915,0.8353722818693649,1.1568438129090999,47572.39,47130.0,48232.0
76,1.183483775766326,1.0074744855780515,1.3473316830559248,48610.512,47904.0,49495.0
77,1.017334879863042,0.8213076993996192,1.2261502357892027,48831.76,47850.0,49683.0
78,1.0683541015716262,0.8625321786983031,1.2808031663846775,49240.554,48369.0,50088.0
79,0.9190663152488064,0.7128339625108235,1.0860066926079444,48692.642,47806.0,49552.0
80,0.9869207504738229,0.7724274443473408,1.199147025599924,48640.766,47628.0,49546.0
81,0.9926114853255129,0.776425099604596,1.1887279048956962,48680.598,47804.0,49632.0
82,1.018305226491843,0.813810773115047,1.2069352931385076,48953.84,48073.0,49847.0
83,0.98810989878096,0.7628434141084459,1.169194028220364,48859.714,48011.0,49785.0
84,1.1513047557037317,0.9520001038996483,1.3739445760647186,49761.036,48781.0,50722.0
85,0.9699114953240785,0.8047993561571578,1.1446194812318558,49338.472,48637.0,49901.0
86,1.1028855750813455,0.9147187853741774,1.2905855803993087,49953.606,49219.0,50689.0
87,1.0862562054385767,0.9221754279891206,1.254649513036956,50358.53,49528.0,51101.0
88,0.8821918407068208,0.64356617565826,1.0980452000863785,49581.392,48447.0,50665.0
89,0.9364072067134985,0.7552090097465152,1.1277466723195972,49256.59,48463.0,49923.0
90,1.1530635626923749,0.9980536668925106,1.339902474303666,50271.508,49440.0,51008.0
