,R_t_mean,R_t_low,R_t_high,I_t_mean,I_t_low,I_t_high
19,3.5,1.54,5.46,25.0,-inf,inf
20,6.050096328654606,4.366378646479893,7.648687443127759,110.400625,77.0,143.0
21,5.715796947837905,4.349386117461195,7.111901278513747,267.944125,203.0,333.0
22,2.6563165766173777,1.4494873066782163,3.9145534257002086,332.195125,257.0,407.0
23,1.7326647213682786,0.6420779460839776,2.8978593653946403,373.851125,296.0,445.0
24,0.31388377171403997,-0.9810135936533343,1.4790182543985608,314.80275,244.0,388.0
25,2.0247959472999764,0.8846121306831655,3.2068508369575266,404.238375,333.0,482.0
26,1.3613685284208152,0.25078459143251886,2.384845237080979,429.269875,348.0,505.0
27,1.8048252997071819,0.7735453949346376,2.8082030871819845,507.942625,423.0,592.0
28,1.7279769557567772,0.695496730896416,2.670857092805273,586.0405,485.0,679.0
29,1.7403589347444877,0.8425054515356702,2.643855163582761,677.061125,581.0,778.0
30,2.4730244186137718,1.6715946532147494,3.2939314622634246,908.486625,785.0,1025.0
31,1.112017777834109,0.32527431681286784,1.9123119318282837,913.754375,800.0,1035.0
32,1.7700160470352047,1.038548039353069,2.4831443570673337,1069.18725,947.0,1190.0
33,1.86855587938555,1.1829910692937995,2.5984199642323005,1269.05,1131.0,1406.0
34,1.8353458188168534,1.2270901444568323,2.4821805095893383,1491.08675,1346.0,1633.0
35,1.4397150037428845,0.8687951667173042,2.004694641589568,1620.85175,1489.0,1779.0
36,1.8678423322278686,1.34516866533544,2.396013192443426,1918.07975,1753.0,2071.0
37,1.127553478517224,0.591099210618523,1.6243094817338901,1958.153375,1814.0,2125.0
38,1.448748653323688,0.9075901619567766,1.9737872926427353,2139.96525,1969.0,2310.0
39,1.8075745364749634,1.3460991828232955,2.2697120384291725,2504.03325,2331.0,2704.0
40,1.6728111129359649,1.2353353017159756,2.1294395179481276,2846.203125,2636.0,3034.0
41,1.5911705011455675,1.182326924405663,2.001432095206663,3189.77025,2974.0,3378.0
42,1.4760563407294758,1.066528798196682,1.839629278768299,3495.29775,3288.0,3702.0
43,1.944360106792291,1.566025789116094,2.3180474406808207,4192.371625,3934.0,4422.0
44,1.4520733460806758,1.0953457902261863,1.7933162320014076,4570.288875,4343.0,4813.0
45,1.4468251755111883,1.094363089065441,1.7647585490725533,4978.867,4743.0,5229.0
46,1.6767842158307376,1.3758649055085956,1.9942861517538537,5675.871625,5410.0,5932.0
47,1.7078216086722513,1.4226060436457042,1.9826971117009664,6501.970625,6248.0,6790.0
48,1.385477009819311,1.0857442273144824,1.6334327680715723,7002.293,6725.0,7299.0
49,1.5769459927761278,1.324717102975599,1.8387872752722154,7829.377,7537.0,8154.0
50,1.6786314275918952,1.4225700206786576,1.9226423712594127,8926.169125,8597.0,9287.0
51,1.6589924080790834,1.4188599401549493,1.8888699279545074,10136.036625,9780.0,10492.0
52,1.4727177935572395,1.2363440364105622,1.7065034499682439,11099.272625,10738.0,11499.0
53,1.4934595338591448,1.276004318036496,1.6921247848658436,12215.913125,11809.0,12581.0
54,1.6140469956570327,1.4130290337023736,1.8233494396786272,13744.388,13321.0,14213.0
55,1.5050737716988256,1.3149865392150015,1.699658268997944,15146.158875,14693.0,15614.0
56,1.7576826421470437,1.5659165114255837,1.939979448019381,17528.5845,17012.0,18042.0
57,1.4595268023390977,1.2847290364343338,1.6532020489498531,19145.176875,18600.0,19708.0
58,1.624524987116435,1.4377928690232924,1.809027454714395,21595.8955,20921.0,22193.0
59,1.545939301392763,1.3805166353578566,1.7225022902611429,23987.817375,23352.0,24623.0
60,1.5321826436894566,1.375926277977106,1.699931115679137,26559.450125,25984.0,27336.0
61,1.4741714160043722,1.3099600133787017,1.6274924395188084,29098.4375,28300.0,29805.0
62,1.6699948405282998,1.5186899591622944,1.8357896586762013,33102.15975,32261.0,34002.0
63,1.7566196140405979,1.6044495612164216,1.8928034632044772,38291.567875,37431.0,39216.0
64,1.5353445847629088,1.391692386217853,1.663180471344902,42462.720375,41526.0,43491.0
65,1.5744128438494727,1.4491917908555088,1.7171688630210196,47445.2175,46407.0,48609.0
66,1.7383089246072865,1.6010418733838323,1.8761478733258095,54684.056,53375.0,55996.0
67,1.5397806729654264,1.4153965869178253,1.685663674663683,60672.703,59265.0,62042.0
68,1.5937237369772297,1.4692131881102442,1.7210780118586315,68026.8885,66509.0,69447.0
69,1.763847044304009,1.638864689642659,1.8898636929090762,78794.331875,77058.0,80482.0
70,1.624645091090515,1.4992461727188868,1.7500775319853419,88861.674625,86888.0,90745.0
71,1.524296343436156,1.4014709269763799,1.650121207149966,98282.8715,96169.0,100666.0
72,1.676345086938818,1.5550862314767013,1.7951352251412351,111922.4975,109577.0,114280.0
73,1.5990493734724507,1.4741806223848066,1.7094465447014064,125602.91375,122800.0,128117.0
74,1.6260420882398283,1.5087643722214965,1.7381830172169292,141670.915,138856.0,144670.0
75,1.610720252318125,1.4941369856984013,1.727687244083477,159318.944875,156049.0,162705.0
76,1.7562705237065934,1.6425614239231547,1.8650074973608475,184264.15225,180447.0,188024.0
77,1.592703261577508,1.4743925318104147,1.70141148438162,206499.26475,201902.0,210497.0
78,1.6824747060244498,1.5730547713757561,1.7926655630981407,235474.1035,230544.0,239964.0
79,1.5480979874303376,1.4210290731848938,1.6505737236116254,261641.680875,255778.0,266971.0
80,1.6307969742420574,1.5326292233234977,1.7447863774624284,295406.372875,289840.0,301575.0
81,1.6291847005687354,1.5201122967254848,1.750558466035631,333409.79175,326510.0,341009.0
82,1.610645083149102,1.5014001538338602,1.7289406135385545,375017.716,366814.0,383006.0
83,1.599845092876338,1.4922542731678945,1.7085441997694057,420904.674875,413193.0,429951.0
84,1.7037613422619278,1.6139711886034824,1.7957900697220062,481914.24825,474244.0,490344.0
85,1.5231158111951286,1.4231191712039282,1.617661633051809,532889.4595,523107.0,542574.0
86,1.640444609024052,1.5289683121221482,1.7534088471087306,602741.323125,589425.0,614888.0
87,1.6398782421687825,1.5471837399843185,1.722352551243654,681667.7455,669071.0,691724.0
88,1.5185460715600345,1.4151489742416115,1.6143784950907085,753218.53325,738360.0,766663.0
89,1.4913609770270175,1.3765373136388945,1.6035820994400225,827878.152375,809798.0,845567.0
90,1.640417106525537,1.5595460048191858,1.7264196155682308,936425.087625,922735.0,951911.0
91,1.4533493719134125,1.380465184811775,1.5497511666037977,1021741.811125,1008290.0,1040676.0
92,1.5294065526666756,1.4429216930883202,1.6084570500548434,1131272.450125,1113317.0,1148594.0
93,1.4109939680051957,1.3100699040400396,1.4955000403201857,1224407.8,1200551.0,1243314.0
94,1.495517797979201,1.4240495640632131,1.5707028763641449,1346802.66975,1328685.0,1365699.0
95,1.40496260342701,1.3351104714418347,1.4943358312274229,1455983.364625,1436556.0,1480846.0
96,1.3367855090540433,1.223451646123725,1.4069094101157067,1553423.4515,1520395.0,1574001.0
97,1.371138419210572,1.2779615768637724,1.4768553928535517,1668374.010625,1638974.0,1702224.0
98,1.3621675422199353,1.3035591902967878,1.4407909006551372,1788730.109375,1769788.0,1816524.0
99,1.3180253927920718,1.2314220608911646,1.3983013744919583,1901593.649375,1868813.0,1929755.0
100,1.2538248343309901,1.1377395740416245,1.330451988823504,1996933.8145,1952978.0,2026587.0
101,1.1903462675733254,1.0937598926034648,1.2801727080954246,2071451.863875,2032056.0,2104861.0
102,1.1197973153692264,1.027935699657587,1.209706653980023,2119846.50675,2081153.0,2154360.0
103,1.1986052286138547,1.1182497517708527,1.2686425418753933,2202461.61675,2169731.0,2233386.0
104,1.06480482458514,0.9691486996459135,1.1522846433030887,2230194.95275,2190859.0,2267498.0
105,1.0758357811246109,1.0078738228992863,1.1613192854341634,2262966.031125,2232490.0,2297602.0
106,0.9007882835876885,0.7992963602287679,0.9922992059143391,2220215.1705,2176064.0,2257959.0
107,0.9105320288731896,0.8220786485010114,1.003259902128804,2182389.37575,2145936.0,2220660.0
108,0.8463202355595304,0.759503672078658,0.9453485044048996,2118990.94375,2083530.0,2158535.0
